pred_star_prob,pred_ext_prob,pred_gal_prob,pred_qso_prob,fuv_nuv,nuv_u,nuv_g,u_g,g_r,r_i,i_z,z_y,y_J,J_H,H_K,K_3p6,y_3p6,i_3p6,r_3p6,z_3p6,g_3p6,ir3p6_4p5,morpho_i,morpho_r,morpho_z,morpho_y,morpho_g,objid_parent,ra_parent,dec_parent,HSC_i,train_test_flag,classlabel_s1,classlabel_s2,z_spec,z_spec_s,CFHT_u
6.669163703918457E-4,0.9993330836296082,0.005682885646820068,0.9943171143531799,0.5859999999999985,1.1739998168945327,1.2940006561279311,0.12000083923339844,-0.08699989318847656,0.1770000457763672,0.23600006103515625,-0.019001007080078125,-0.2259998321533203,0.1289997100830078,0.4659996032714844,-0.19699934387207207,0.1720001373290998,0.3889991912841779,0.5659992370605451,0.15299913024902168,0.47899934387206855,0.15100000000000335,0.00299835205078125,-0.032001495361328125,-0.017000198364257812,-0.017999649047851562,-0.03800010681152344,37490060857209185,35.0068190305425,-5.3714041092974885,19.92290496826172,1.0,1,1,2.215,SDSS,20.08300018310547
2.918839454650879E-4,0.9997081160545349,0.012963533401489258,0.9870364665985107,999.0,0.6320005798339849,0.8309999847412115,0.19899940490722656,0.17300033569335938,0.7819995880126953,0.05699920654296875,0.5,0.6710014343261719,0.3640003204345703,0.40799903869628906,0.7570000915527331,2.2000008850097643,2.757000091552733,3.5389996795654284,2.7000008850097643,3.7120000152587878,0.25800000000000267,0.12400054931640625,0.07399940490722656,0.21500015258789062,0.23400115966796875,0.0970001220703125,38549023698737488,34.7423211824197,-4.1561974802361155,22.645557403564453,1.0,999,999,999.0,0,23.757999420166016
2.1070241928100586E-4,0.999789297580719,1.6677379608154297E-4,0.9998332262039185,1.4149999999999991,0.6350002288818359,1.2539997100830078,0.6189994812011719,0.345001220703125,-0.01200103759765625,-0.09399986267089844,0.180999755859375,-0.1830005645751953,0.2830009460449219,0.3229999542236328,0.8999998779296874,1.3230002136230468,1.4100001068115233,1.397999069213867,1.5039999694824218,1.743000289916992,0.21999999999999886,0.034999847412109375,0.021999359130859375,0.07699966430664062,0.13000106811523438,-0.0149993896484375,37494192615751981,36.8484672258184,-4.935606696277572,20.969688415527344,1.0,1,1,1.179,SDSS,21.864999771118164
2.383589744567871E-4,0.9997616410255432,0.0013422966003417969,0.9986577033996582,999.0,0.2689992218017565,0.39999974060058463,0.13100051879882812,0.21500015258789062,0.09300041198730469,0.05699920654296875,0.1100006103515625,999.0,999.0,999.0,999.0,1.2489998779296876,1.4159996948242188,1.5090001068115235,1.35900048828125,1.7240002593994141,0.31099999999999994,0.048000335693359375,0.020999908447265625,0.04300117492675781,0.07900047302246094,-0.017000198364257812,37489231928512710,36.14413192946371,-5.6373315550362,21.999469757080078,1.0,999,999,999.0,0,22.384000778198242
2.3800134658813477E-4,0.9997619986534119,0.0034612417221069336,0.9965387582778931,999.0,999.0,999.0,0.25099945068359375,0.40200042724609375,0.24200057983398438,0.1639995574951172,0.034999847412109375,0.19300079345703125,0.37599945068359375,0.09300041198730469,0.5979995574951182,1.260000213623048,1.4589996185302745,1.7010001983642589,1.2950000610351573,2.1030006256103526,0.17599999999999838,0.042999267578125,-0.0030002593994140625,0.031000137329101562,0.10000038146972656,0.01399993896484375,37485263378729232,33.992227073304385,-4.922743917488736,22.56540298461914,0.0,999,999,999.0,0,23.420000076293945
3.9964914321899414E-4,0.999600350856781,0.0013105273246765137,0.9986894726753235,999.0,2.175000228881835,2.823000946044921,0.6480007171630859,0.029998779296875,-0.0049991607666015625,0.18199920654296875,-0.06299972534179688,999.0,999.0,999.0,999.0,0.15399995422363233,0.2729994354248042,0.26800027465820264,0.09100022888183545,0.29799905395507764,0.3150000000000013,0.006999969482421875,0.006000518798828125,-0.0019989013671875,-0.07699966430664062,-0.095001220703125,36429461633123536,36.04801946034699,-6.154455203970828,19.129539489746094,0.0,999,999,999.0,0,19.739999771118164
1.4019012451171875E-4,0.9998598098754883,0.04604834318161011,0.9539516568183899,999.0,0.16999946594238224,0.44600044250488224,0.2760009765625,0.4230003356933594,0.2239990234375,0.21000099182128906,0.1869983673095703,0.42800140380859375,0.4519996643066406,0.4219989776611328,0.8140007934570299,2.116000839233397,2.5130001983642565,2.7369992218017565,2.3029992065429674,3.159999557495116,0.06500000000000128,0.2980003356933594,0.2569999694824219,0.37799835205078125,0.457000732421875,0.1849994659423828,38558369547554916,37.09521884735249,-4.080748222205391,22.443811416625977,1.0,999,999,999.0,0,23.315000534057617
2.7865171432495117E-4,0.999721348285675,0.0016151666641235352,0.9983848333358765,0.6600000000000001,0.5260005035400397,0.5419993438720709,0.01599884033203125,-0.034999847412109375,-0.1719989776611328,0.11599922180175781,0.4829998016357422,999.0,999.0,999.0,999.0,1.425000457763673,2.023999481201173,1.8520005035400402,1.9080002593994152,1.8170006561279308,0.26899999999999835,0.21199989318847656,0.08699989318847656,0.07500076293945312,0.07400131225585938,0.01399993896484375,37489777389360729,35.39096451588875,-5.811896594754329,18.168041229248047,0.0,1,1,0.501,SDSS,17.92799949645996
4.0465593338012695E-4,0.9995953440666199,0.0013181567192077637,0.9986818432807922,999.0,1.7189995269775373,0.8239990692138655,-0.8950004577636719,0.2480010986328125,0.24300003051757812,-0.12400054931640625,0.14400100708007812,-0.16500091552734375,0.6200008392333984,-0.1400012969970703,0.8830007171630854,1.1979993438720697,1.2179998016357416,1.4609998321533197,1.3420003509521479,1.7090009307861322,0.36400000000000077,0.05100059509277344,0.017000198364257812,0.0540008544921875,0.14299964904785156,0.03500175476074219,37484838176973862,34.64390229384679,-5.431255348853839,21.150127410888672,1.0,1,1,1.538,SDSS,20.70400047302246
6.91533088684082E-4,0.9993084669113159,0.002928018569946289,0.9970719814300537,999.0,1.1429991607666032,0.9500002746582048,-0.19299888610839844,0.23600006103515625,0.01300048828125,0.010999679565429688,-0.06299972534179688,0.2539997100830078,0.38899993896484375,0.06299972534179688,0.7949998474121109,1.5009992218017594,1.4489991760253922,1.4619996643066422,1.4379994964599625,1.6979997253417984,0.3509999999999991,0.08499908447265625,0.09399986267089844,0.1289997100830078,0.20799827575683594,0.11100006103515625,38558781864437244,36.46735326449291,-4.087873653522605,21.371227264404297,1.0,1,1,1.441,SDSS,21.3700008392334
3.5059452056884766E-4,0.9996494054794312,0.0015838146209716797,0.9984161853790283,999.0,1.6990007171630843,2.605000854492186,0.9060001373291016,0.0279998779296875,0.30900001525878906,0.021999359130859375,0.03199958801269531,-0.7729988098144531,0.09999847412109375,0.30900001525878906,0.7750006256103532,0.4110003051757829,0.4649992523193376,0.7739992675781266,0.4429998931884782,0.8019991455078141,0.541999999999998,0.01599884033203125,0.019998550415039062,0.017000198364257812,0.05200004577636719,-0.009000778198242188,38558640130520195,36.64421108348895,-4.246085348708488,21.539325714111328,1.0,999,999,999.0,0,22.726999282836914
8.443593978881836E-4,0.9991556406021118,0.0017242431640625,0.9982757568359375,0.6529999999999987,999.0,0.6319997100830079,999.0,-0.2849998474121094,0.1700000762939453,0.20199966430664062,0.5419998168945312,999.0,999.0,999.0,999.0,0.8340005798339831,1.578000061035155,1.7480001373291003,1.3760003967285144,1.463000289916991,0.18400000000000105,0.05200004577636719,0.16699981689453125,0.0039997100830078125,0.030000686645507812,-9.9945068359375E-4,38553572069110226,36.05715945612843,-3.488619940633376,18.0352783203125,0.0,1,1,0.4302217662334442,SDSS,999.0
3.337860107421875E-4,0.9996662139892578,2.6291608810424805E-4,0.9997370839118958,0.7109999999999985,0.3040008392333995,0.2819995727539073,-0.022001266479492188,0.1830005645751953,-0.13800048828125,-0.03999900817871094,0.0839996337890625,-0.180999755859375,0.22999954223632812,0.3990001678466797,0.9749997711181635,1.4229997253417963,1.4670003509521479,1.3289998626708979,1.5069993591308588,1.5120004272460932,0.3490000000000002,0.055999755859375,0.024999618530273438,0.10299873352050781,0.13899993896484375,-0.008998870849609375,37489652835310364,35.566670715158196,-5.267012505329326,20.153106689453125,1.0,1,1,1.23,SDSS,20.1299991607666
3.9714574813842773E-4,0.9996028542518616,0.0021566152572631836,0.9978433847427368,999.0,1.2519999237060553,1.647999832153321,0.3959999084472656,0.36100006103515625,0.01399993896484375,0.10899925231933594,0.16500091552734375,999.0,999.0,999.0,999.0,0.6110000000000007,0.8850001678466803,0.8990001068115241,0.7760009155273444,1.2600001678466803,0.3049999999999997,0.024000167846679688,0.019001007080078125,0.009000778198242188,0.024999618530273438,0.016000747680664062,38553975796038755,35.49722602639115,-3.840351234918008,19.572193145751953,0.0,999,999,999.0,0,20.295000076293945
0.001048445701599121,0.9989515542984009,0.0031726956367492676,0.9968273043632507,999.0,999.0,999.0,-0.23200035095214844,-0.3810005187988281,0.09900093078613281,0.4459991455078125,-0.18899917602539062,0.5659999847412109,0.1399993896484375,0.3670005798339844,0.32100004577636554,1.3939999999999984,1.6509999694824202,1.750000900268553,1.2050008239746077,1.369000381469725,0.3360000000000021,0.04500007629394531,0.04200172424316406,0.018001556396484375,0.048999786376953125,0.033000946044921875,38553559184206151,36.158725543653446,-4.0918422709980335,22.56792449951172,1.0,1,1,2.28,SDSS,21.993000030517578
8.49604606628418E-4,0.9991503953933716,6.694793701171875E-4,0.9993305206298828,999.0,999.0,0.8830009155273437,999.0,0.17799949645996094,0.15399932861328125,0.125,-0.021999359130859375,999.0,999.0,999.0,999.0,1.975999618530274,2.0790002593994146,2.232999588012696,1.9540002593994146,2.4109990844726568,0.21499999999999986,0.1770000457763672,0.15799903869628906,0.2690010070800781,0.37999916076660156,0.09199905395507812,38549036583639048,34.86914279950366,-3.572294571507173,20.794857025146484,0.0,1,1,1.361,SDSS,999.0
3.401041030883789E-4,0.9996598958969116,0.0019186735153198242,0.9980813264846802,-0.3549999999999969,2.6809991607666,3.0400003204345687,0.35900115966796875,0.020999908447265625,0.0279998779296875,0.0839996337890625,0.4290008544921875,-0.6330013275146484,0.15900039672851562,0.41500091552734375,0.28199942016601653,0.22299940490722747,0.7359998931884775,0.763999771118165,0.652000259399415,0.7849996795654306,0.43900000000000006,-0.010999679565429688,-0.030000686645507812,-0.007999420166015625,0.049999237060546875,-0.005001068115234375,38549294281683706,34.31966354897927,-4.2839199752666515,21.006927490234375,1.0,1,1,2.356,SDSS,21.3700008392334
2.6291608810424805E-4,0.9997370839118958,0.012029707431793213,0.9879702925682068,999.0,999.0,999.0,0.49500083923339844,0.5009994506835938,0.3990001678466797,0.14800071716308594,0.16299819946289062,0.319000244140625,0.6070003509521484,0.2609996795654297,0.9850006408691421,2.172000915527345,2.4829998321533218,2.8820000000000014,2.334999114990236,3.382999450683595,0.29499999999999815,0.18400001525878906,0.14800071716308594,0.18199920654296875,0.26300048828125,0.09199905395507812,37489785979299393,35.35561682835905,-5.425510924811442,22.400724411010742,1.0,999,999,999.0,0,23.746000289916992
